Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative,Number of measures taken after detection with solely automated means,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative,Contextual Information on Number of measures taken after detection with solely automated means,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,Incest suspicion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,Incest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_OTHER_VIOLATION_TC,,"16,181","14,718",95,"1,381","14,688",0,0,0,0,0,0,0,0,0,6,11,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_ADULT_SEXUAL_MATERIAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_AGE_SPECIFIC_RESTRICTIONS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_GEOGRAPHICAL_REQUIREMENTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_GOODS_SERVICES_NOT_PERMITTED,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_LANGUAGE_REQUIREMENTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_NUDITY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XVIDEOS.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,Scatophilia,211,29,7,199,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,
