Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received ,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,591,0,593,0,14.97,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,591,0,593,0,14.97,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,689,0,690,0,18.49,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,432,0,433,0,19.28,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,This subcategory encompasses notices received through our European Union Illegal Content Reporting Form for harm to minors. The harmful to minors category includes incitement of minors to engage in actions which put them in physical danger or to intentionally harm themselves. ,257,0,257,0,16.87,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,278,0,280,0,13.61,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,278,0,280,0,13.61,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_PHISHING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,545,0,545,0,15.60,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,545,0,545,0,15.60,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,410,0,410,0,16.93,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,107,0,107,0,14.29,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,"This subcategory encompasses notices received through our European Union Illegal Content Reporting Form for “graphic violence” and “denying or condoning crimes against humanity.” These include denial of genocides, war crimes and other crimes against humanity, and gore/graphic wounds and mutilation, beatings, excessive blood, and corpses. ",303,0,303,0,18.01,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,"2,821",0,"2,831",0,16.70,0,,,,,"This category encompasses notices received through our European Union Illegal Content Reporting Form for “nudity or pornography” and “other.” 

In our European Union Illegal Content Reporting Form, users can select “nudity or pornography” as a reporting basis. We have included this option under this category because there is no more suitable category available on this tab for such reports.

Of the 2,821 total notices received, 520 related to “nudity or pornography” and 2,301 utilised the ""other"" reporting option.",,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
