Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Cyber Violence,,10,,10,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,TOTAL,,2336,,2336,,"4 days, 16:15:00",,0,,249,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Cyber Violence,,941,,941,,"5 days, 15:07:00",,0,,142,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Self Harm,,2,,2,,45 Minutes,,0,,1,,See note in P14,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,September 2025,Not Specified Order,Grief tactics,1393,,1393,,"3 days, 17:23:00",,0,,107,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,TOTAL,,123,,123,,"2 days, 10:24:30",,0,,70,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Cyber Violence,,123,,123,,"2 days, 10:24:30",,0,,70,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,September 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,TOTAL,,22,,22,,3 Hours,,0,,1,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Cyber Violence,,21,,21,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,September 2025,Not Specified Order,,1,,1,,3 Hours,,0,,1,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,TOTAL,,1836,,1836,,"3 days, 3:04:00",,0,,198,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Cyber Violence,,751,,751,,"3 days, 8:17:00",,0,,141,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Self Harm,,2,,2,,15 Minutes,,0,,1,,See note in P14,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,October 2025,Not Specified Order,Grief tactics,1083,,1083,,"2 days, 21:51:00",,0,,57,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,TOTAL,,56,,56,,08:44:00,,0,,23,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Cyber Violence,,56,,56,,08:44:00,,0,,23,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,October 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,TOTAL,,9,,9,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Cyber Violence,,9,,9,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,October 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,TOTAL,,1738,,1738,,"5 days, 5:15:30",,0,,205,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Cyber Violence,,715,,715,,"4 days, 21:03:00",,0,,124,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Self Harm,,1,,1,,,,0,,0,,See note in P14,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,November 2025,Not Specified Order,Grief tactics,1022,,1022,,"5 days, 13:28:00",,0,,81,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,TOTAL,,67,,67,,03:04:00,,0,,30,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Cyber Violence,,67,,67,,03:04:00,,0,,30,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,November 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,TOTAL,,32,,32,,2 Hours,,0,,1,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Cyber Violence,,32,,32,,2 Hours,,0,,1,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,November 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,TOTAL,,2213,,2213,,"2 days, 9:47:00",,0,,211,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Cyber Violence,,895,,895,,"3 days, 0:16:00",,0,,115,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Scams And Fraud,,1,,1,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Self Harm,,4,,4,,46 Minutes,,0,,2,,See note in P14,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,December 2025,Not Specified Order,Grief tactics,1313,,1313,,19:18:00,,0,,96,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,TOTAL,,47,,47,,"2 days, 8:07:00",,0,,17,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Cyber Violence,,47,,47,,"2 days, 8:07:00",,0,,17,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,December 2025,Not Specified Order,,4,,4,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,December 2025,TOTAL,,12,,12,,"1 Day, 10 Hours",,0,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,December 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,December 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,December 2025,Cyber Violence,,12,,12,,"1 Day, 10 Hours",,0,,1,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,December 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
