Applicability,Service,Reporting period,Category of illegal content,"Description of the subcategory ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,TOTAL,0,0,0,0,4,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,TOTAL,0,0,0,0,3,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,This subcategory encompasses orders received from EU Member States' authorities related to child endangerment.,TOTAL,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,TOTAL,31,256,0,0.57,6,0,0,,,,,,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,TOTAL,31,256,0,0.57,0,0,0,,,,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,"This subcategory encompasses orders received from EU Member States' authorities related to extortion, missing persons and national security.",TOTAL,0,0,0,0,6,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,TOTAL,0,0,0,0,5,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,TOTAL,0,0,0,0,5,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_PHISHING,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
All,Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,TOTAL,0,0,0,0,1,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,The median time to inform the authority of the receipt of the order to provide information is listed as 0 because our confirmation is automated and immediate.,The median time to give effect to the order to provide information is listed as 0 because we did not provide information in response to this request.
All,Pinterest,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,TOTAL,0,0,0,0,0,0,0,,,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,"During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any orders related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero."
