Applicabilité,Service,Période couverte par le rapport,Catégorie de contenu illicite,Description de la sous-catégorie «Autre»,Nombre de notifications reçues,Nombre de notifications reçues de signaleurs de confiance,Nombre d’éléments d’information spécifiques inclus dans le nombre total de notifications,Nombre d’éléments d’information spécifiques inclus dans le nombre total de notifications soumises par des signaleurs de confiance (notifications émanant d’un signaleur de confiance),Délai médian nécessaire pour entreprendre une action,Délai médian nécessaire pour entreprendre une action (notifications émanant d’un signaleur de confiance),Nombre d’actions entreprises sur la base de la législation,Nombre d’actions entreprises sur la base de la législation (notifications émanant d’un signaleur de confiance),Nombre d’actions entreprises sur la base des conditions générales applicables au service,Nombre d’actions entreprises sur la base des conditions générales applicables au service (notifications émanant d’un signaleur de confiance),Informations contextuelles sur Nombre de notifications reçues,Informations contextuelles sur Nombre de notifications reçues de signaleurs de confiance,Informations contextuelles sur Nombre d’éléments d’information spécifiques inclus dans le nombre total de notifications,Informations contextuelles sur Nombre d’éléments d’information spécifiques inclus dans le nombre total de notifications soumises par des signaleurs de confiance (notifications émanant d’un signaleur de confiance),Informations contextuelles sur Délai médian nécessaire pour entreprendre une action,Informations contextuelles sur Délai médian nécessaire pour entreprendre une action (notifications émanant d’un signaleur de confiance),Informations contextuelles sur Nombre d’actions entreprises sur la base de la législation,Informations contextuelles sur Nombre d’actions entreprises sur la base de la législation (notifications émanant d’un signaleur de confiance),Informations contextuelles sur Nombre d’actions entreprises sur la base des conditions générales applicables au service,Informations contextuelles sur Nombre d’actions entreprises sur la base des conditions générales applicables au service (notifications émanant d’un signaleur de confiance)
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,52881,0,,,0.25,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Raid, flood, attaque de sites"" que nous définissons ainsi : ""Concerne les messages dont le but est de gêner le fonctionnement normal d'un service en le submergeant de requêtes ou de contenus ou en incitant des gens à le faire. Les raids entrent dans cette catégorie : il s'agit de regroupement de personnes dont le but est de se retrouver sur un site ou tout autre service pour le polluer.""",52881,0,,,0.25,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,7131,0,,,0.13,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Données personnelles"" que nous définissons ainsi : ""Concerne la diffusion d'informations personnelles et confidentielles sur un utilisateur, qu'elles soient déjà accessibles sur Internet ou non. Les informations confidentielles peuvent être : un nom, un prénom, une adresse, un e-mail, une adresse IP, une photo ou une vidéo permettant de reconnaître la personne en question, etc."". La diffusion d'informations personnelles n'est pas autorisée sur JV",7131,0,,,0.13,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,198691,0,,,0.13,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Insulte, diffamation"" que nous définissons ainsi : ""Concerne les propos insultants, diffamants ou blessants dont le but est de porter tort à la personne visée.""",81266,0,,,0.13,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Propos haineux, discrimination, négationnisme"" que nous définissons ainsi : ""Concerne les propos discriminatoires ou incitant à la haine contre les personnes en raison de leurs origines, leur religion, leur orientation sexuelle, etc. Concerne aussi les propos négationnistes. Les insultes n'entrent pas dans cette catégorie.""",104381,0,,,0.13,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Apologie de comportements illégaux"" que nous définissons ainsi : ""Concerne tout propos pouvant être punis par la loi et qui n'entrent pas dans une autre catégorie. Par exemple : consommation de drogues, incitation à commettre des infractions, vente de faux papiers...""",13044,0,,,0.13,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,3084,0,,,0.1,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Piratage, non respect des droits d'auteur"" que nous définissons ainsi : ""Concerne la demande ou la diffusion de contenus protégés par le droit d'auteur. Concerne également les demandes d'aide au piratage de comptes, ou les messages contenant des logiciels malveillants. L'attaque de sites extérieurs n'entre pas dans cette catégorie.""",3084,0,,,0.1,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,3697,0,,,0.13,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Pédopornographie"" que nous définissons ainsi : ""Concerne la diffusion de contenus à caractère pédopornographique, quel que soit le format. La pornographie n'entre pas dans cette catégorie.""",3697,0,,,0.13,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,4413,0,,,0.17,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Terrorisme : menace ou apologie"" que nous définissons ainsi : ""Concerne les propos indiquant la volonté de commettre un attentat dans la vie réelle. Entrent aussi dans cette catégorie tous les propos de personnes soutenant des organisations ou des actes terroristes""",4413,0,,,0.17,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_PHISHING,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,2877,0,,,0.13,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_SELF_MUTILATION,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_SUICIDE,"Dans cette catégorie, nous répertorions les notifications qui relèvent de notre section ""Suicide ou automutiliation"" que nous définissons ainsi : ""Concerne les messages postés par des personnes qui sont en détresse."" Une procédure spécifique est dédiée à ce type de message pour aider son auteur en le mettant en contact avec des professionnels : nous envoyons un message privé le redirigeant vers le numéro d'écoute https://www.filsantejeunes.com/ et dans les cas où nous ressentons que la personne en détresse pourrait mettre fin à ses jours, nous prévenons dans le même temps Pharos.",2877,0,,,0.13,,,,,,"Lorsqu'un utilisateur effectue le signalement d'un message à la modération, il doit choisir un de nos 15 motifs de signalement. On remarque que très souvent, le motif choisi n'est pas le bon. Le chiffre indiqué ici est bien le motif comme indiqué par l'auteur du signalement avant recatégorisation par nos équipes : il est donc souvent mal catégorisé.",,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,,0,,,,,,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,,0,,,,,,,,,,,,,,,,,,
