Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
"Only for providers of hosting services, including online platforms",Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total
Only for providers of online platforms,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of notices solely processed by automated means ,NAM Trusted Flagger
Only for providers of online platforms,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,123
Only for providers of online platforms,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger
Only for providers of online platforms,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger
Only for providers of online platforms,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,bg,8916
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,hr,4353
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,cs,14787
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,da,2729
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,nl,16840
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,en,48384
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,et,776
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,fi,4507
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,fr,68519
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,de,67058
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,el,11405
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,hu,18946
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,ga
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,it,47459
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,lv,2497
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,lt,3385
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,mt,2
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,pl,64506
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,pt,10904
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,ro,44728
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,sk,5612
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,sl,1153
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,es,51973
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,sv,6676
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,bg,186
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,hr,131
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,cs,314
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,da,112
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,nl,440
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,en,9167
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,et,23
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,fi,104
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,fr,2122
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,de,1568
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,el,220
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,hu,372
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,ga,2
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,it,1102
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,lv,45
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,lt,73
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,mt,10
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,pl,1061
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,pt,369
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,ro,821
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,sk,159
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,sl,49
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,es,1529
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,sv,262
Only for VLOPs,Google Play,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Accuracy,[...]
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Accuracy,sv
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Precision,bg
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Precision,[...]
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Precision,sv
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Recall,bg
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Recall,[...]
Only for VLOPs,Google Play,2026-01-01/2026-06-30,,Accuracy of the automated means - Recall,sv
